Column1;coefHML;coefSML;coeffundflows;coefrmrf;const;pvalorHML;pvalorSML;pvalorconst;pvalorfundflows;pvalorrmrf;r2
ANET;-0,003452724;0,001811106;0,307990525;0,010055178;0,004327232;0,005954855;0,417536253;0,232487845;0,324052949;7,46E-14;0,316443541
ORLY;0,001465447;-0,006132474;0,204607116;0,009868978;0,00096273;0,07747635;5,25E-05;0,689077713;0,324546498;7,25E-25;0,446873862
KMB;-0,000742873;-0,004447645;-0,156972541;0,005359385;-0,001812076;0,247023546;0,000147891;0,331627777;0,32938626;1,35E-14;0,279071205
IT;0,002146221;0,000394936;0,216765173;0,013142934;0,001786938;0,016202593;0,803947105;0,488519697;0,33011115;1,32E-33;0,569107663
RHI;0,004556555;0,003205749;0,205204029;0,011043472;-0,002106125;2,01E-07;0,035868023;0,392707021;0,334261651;3,17E-28;0,552804932
LHX;0,004112885;-0,004614548;0,187966098;0,008808588;-0,003175905;3,87E-07;0,001212861;0,164673547;0,339554879;8,52E-23;0,456539158
SPG;0,0144011;0,00556786;0,293804991;0,017578947;-0,006645506;2,14E-24;0,012201807;0,063941734;0,340575668;4,58E-32;0,667559346
OXY;0,015177446;0,002872779;0,397699906;0,011479678;-6,15E-05;1,02E-16;0,337801968;0,989885186;0,34232264;8,72E-11;0,421267624
MTD;-0,001545982;0,001266099;0,17918416;0,010358166;-0,001092725;0,041843108;0,351252296;0,619325928;0,345157681;3,34E-30;0,539389273
MAR;0,007110482;0,005853877;0,228026062;0,013071343;-0,002080598;4,33E-12;0,000852282;0,458337247;0,346094691;8,91E-30;0,603990712
EL;-0,00051;1,14E-05;0,222968713;0,009765887;-0,004906646;0,590809297;0,994652715;0,076561687;0,349220256;5,02E-20;0,386885166
GNRC;-0,004095441;0,007310353;0,356213187;0,014159995;-0,004447039;0,008509873;0,008898491;0,322462475;0,357933658;7,88E-17;0,396362191
MS;0,005959723;0,001782788;0,16065613;0,012029925;-0,00094615;3,56E-15;0,155565905;0,64112114;0,359037066;7,91E-41;0,683150606
TSLA;-0,006742365;0,003593453;-0,399836497;0,018936214;0,005110408;0,000138936;0,249903205;0,312481169;0,359293247;8,48E-22;0,441927257
TRMB;-0,000525133;0,006756946;0,189067447;0,012111883;-0,001878463;0,523393931;8,28E-06;0,43293001;0,360126992;2,82E-33;0,61285417
PYPL;-0,005805601;0,00255201;-0,273358176;0,014245686;-0,006468902;2,27E-06;0,234233824;0,063515731;0,361516786;6,92E-25;0,494736873
CARR;-0,001124083;0,005781405;-0,253069473;0,007495486;0,005751517;0,309529643;0,003934816;0,074783088;0,361753652;1,53E-10;0,266201204
SNA;0,006919339;0,002959984;-0,15312412;0,010103384;-8,61E-06;2,86E-20;0,01448126;0,996470541;0,362168832;2,06E-34;0,657374
AMD;-0,005668694;0,001495335;-0,301599475;0,014328984;0,002686668;2,91E-05;0,529996782;0,48634546;0,364977824;1,61E-21;0,436933867
MAA;0,00355661;-0,00212645;0,179507959;0,012064455;-0,004786472;1,13E-05;0,134825165;0,038332033;0,365474302;6,12E-35;0,583731037
CBOE;-0,000162755;-0,003470892;0,173540499;0,005458304;0,000769028;0,831791259;0,012335431;0,730206602;0,367208286;2,26E-11;0,224282392
DOV;0,004478306;0,000722283;0,146502954;0,012036386;-0,002600909;6,68E-11;0,535248538;0,169163733;0,368418308;1,17E-44;0,692642558
ACGL;0,008557981;-0,000567426;0,200314552;0,010300594;-0,001193877;5,28E-18;0,724158775;0,646878966;0,373062131;1,42E-23;0,550207504
BK;0,006609189;-0,000407433;0,147945166;0,010075268;-0,002723483;3,77E-19;0,732480999;0,159590125;0,374836876;1,20E-34;0,644923732
EOG;0,011592948;0,00284568;0,282315292;0,007888634;0,000947424;9,61E-17;0,213751572;0,798025681;0,376937252;3,64E-09;0,405328653
RL;0,007138917;0,006034462;0,218471071;0,012002471;-0,003308638;1,17E-11;0,000823016;0,251673338;0,37969886;2,04E-25;0,562441391
WTW;0,002527356;-0,002796162;0,177704494;0,009215291;-0,002550524;0,002045;0,055548941;0,279673865;0,382114487;3,26E-23;0,433686243
AMGN;-0,000274987;-0,003344675;0,161021621;0,004998751;-0,000445915;0,708631339;0,012034013;0,835024225;0,383543987;1,45E-10;0,209275089
LVS;0,003401222;0,005664851;-0,274455812;0,009747508;-0,003380498;0,007240211;0,012619549;0,355033092;0,383775878;5,15E-13;0,311004982
GL;0,008339286;0,000802603;-0,124932992;0,008932926;-0,001295767;4,69E-33;0,434399169;0,436165473;0,383996217;5,19E-36;0,710661205
TGT;-0,001857052;-0,000989042;-0,238209644;0,008923126;-0,0005101;0,089857984;0,613687726;0,872333211;0,384576892;4,25E-14;0,273888986
IVZ;0,008599302;0,008440461;0,207770563;0,014026614;-0,004447755;2,28E-16;1,90E-06;0,11169456;0,387724981;4,91E-33;0,662307682
OTIS;0,001143935;0,001003964;-0,140780801;0,006077815;0,001346752;0,080420577;0,391390608;0,477934458;0,389760625;3,07E-17;0,341700468
J;0,003483628;-0,000532587;0,168581042;0,010016278;-0,002457293;1,35E-05;0,70412416;0,280280668;0,390046833;1,55E-27;0,510369421
PFE;-0,000193861;-0,002414183;0,186818786;0,005268812;-0,002829558;0,82343396;0,122868096;0,263821196;0,391888199;7,43E-09;0,173484789
FCX;0,006837256;0,005654509;0,281156684;0,015582496;0,00141136;4,28E-07;0,016834001;0,710780063;0,391973916;8,44E-25;0,517214719
TRGP;0,013466544;0,006342085;-0,268837106;0,013908083;0,003711616;2,50E-20;0,007091914;0,326953941;0,410075599;3,35E-21;0,560908522
AKAM;-0,004088715;-0,003068656;0,165287691;0,007179196;-0,000844393;9,47E-07;0,035500584;0,719604864;0,415409263;5,24E-16;0,364644593
BMY;6,77E-05;-0,001340331;0,144505085;0,004629987;-0,002558908;0,924270196;0,294943994;0,217546403;0,418803745;7,13E-10;0,194355963
ECL;0,0017748;0,000871852;0,136232963;0,012380513;-0,004517797;0,009386516;0,473700858;0,022792517;0,423127165;7,65E-44;0,66662603
LOW;-0,000117727;-0,00126306;0,175040752;0,013394196;-0,000878456;0,89491576;0,430339076;0,734876491;0,434162849;3,45E-34;0,561734165
KIM;0,013110982;0,010207079;0,208834775;0,011208343;-0,004331741;3,67E-26;2,49E-07;0,162908379;0,43448576;1,05E-20;0,629972539
PCG;0,006236646;-0,004590466;0,221554991;0,014147297;-0,003262043;1,17E-07;0,025156587;0,323696715;0,436716965;1,82E-26;0,501323679
EQT;0,008828274;0,004789362;-0,343376929;0,009830547;0,00318983;1,22E-06;0,131632497;0,534526478;0,438212377;8,96E-08;0,245986275
PAYC;-0,003098218;0,005835477;0,285247781;0,013873735;-0,005993037;0,036641129;0,028463315;0,163477382;0,440969441;1,76E-17;0,389895438
LRCX;-0,002010069;-0,00093524;0,218952512;0,018286535;-0,001034617;0,077003701;0,645542534;0,753513136;0,441178229;1,45E-37;0,602280652
DE;0,005499259;0,000260186;0,169758221;0,010970403;0,000242479;2,72E-09;0,869577582;0,924775837;0,443640409;2,40E-26;0,522443716
TFC;0,011168046;0,006743923;0,155857542;0,011415159;-0,005799765;1,45E-30;6,47E-06;0,014723027;0,443964757;2,53E-31;0,703662548
MPC;0,011869213;0,002065044;0,189233958;0,011468371;0,002794068;2,65E-25;0,244328144;0,330811865;0,444736957;6,03E-24;0,608862436
CVS;0,003013817;-0,001272174;0,157056197;0,006957481;-0,001960438;0,000298443;0,387570579;0,411286495;0,445172652;6,14E-15;0,322365984
IDXX;-0,005271762;-0,002131075;0,175701524;0,013658194;-0,000531113;3,29E-08;0,196307304;0,84216732;0,445203762;8,27E-34;0,588306744
EMR;0,004117722;0,003225367;0,11211551;0,0088878;-0,000893987;3,45E-11;0,00247019;0,600479299;0,44640539;1,41E-34;0,63544377
BEN;0,005166812;0,008950715;-0,166650634;0,010243194;-0,001746875;2,10E-08;5,95E-08;0,497747964;0,453202258;8,70E-24;0,555431403
VLTO;8,93E-05;0,000775058;0,042640304;0,000211868;-0,000313299;0,694654253;0,058926964;0,636116841;0,45536632;0,354089054;0,03483857
WBD;0,008700282;0,012385098;-0,336213739;0,010544415;-0,008012168;2,69E-06;0,000170132;0,12748793;0,457217221;2,19E-08;0,303796049
FSLR;0,001088642;0,009176004;-0,317467033;0,009564337;0,004821011;0,522869982;0,003010469;0,331233356;0,457827279;7,24E-08;0,212418271
BDX;-0,000927621;-0,003229274;0,136705177;0,004729838;-0,00171934;0,208445695;0,015303866;0,422472644;0,459438429;1,09E-09;0,195522152
ETN;0,004920337;0,000437702;0,121400977;0,010944798;0,000342658;2,00E-12;0,709844642;0,857351263;0,460464626;3,22E-39;0,65534024
SBUX;0,001069902;-0,001287808;-0,137012806;0,010548865;-0,001825556;0,152268176;0,336519577;0,400430895;0,46412549;1,52E-31;0,522356818
MRNA;-0,011726786;0,00625728;0,467525532;0,00452901;0,005820946;8,69E-06;0,17603455;0,436632773;0,468647707;0,080322879;0,133698962
CDW;0,002373525;-0,001899873;0,127534307;0,012614753;-0,00091546;0,000909522;0,134717395;0,655677577;0,471451426;1,09E-42;0,647036535
LDOS;0,00341736;-0,003723059;-0,152412602;0,010028692;-0,002484028;7,78E-05;0,015180444;0,314440921;0,473809197;1,48E-24;0,448514944
ENPH;-0,005253299;0,016301338;0,350109738;0,016404667;0,000268699;0,007626724;5,88E-06;0,96224728;0,474724456;1,03E-14;0,41226123
MMC;0,001080614;-0,003636414;0,097838744;0,009704968;-0,000429148;0,049760409;0,000280762;0,787872499;0,477050908;3,57E-42;0,631967072
MKTX;-0,005133646;-0,000695146;-0,201100124;0,008143887;-0,002496117;9,23E-06;0,731532906;0,447441926;0,477769312;1,31E-11;0,283751656
ZBH;0,002157192;0,002366551;-0,128490565;0,00988413;-0,002293653;0,003412272;0,07164281;0,28006672;0,482428025;9,00E-30;0,534755196
PEG;0,002645422;-0,004192722;-0,11848098;0,008898849;-0,001365507;0,000117665;0,000641715;0,486431416;0,483695195;1,09E-28;0,49753963
GLW;0,005043568;0,001092336;-0,13184934;0,011137896;-0,002796032;2,08E-10;0,419169538;0,20255269;0,485208686;1,64E-33;0,595656261
MHK;0,009149523;0,004078142;0,233466848;0,017290346;-0,00761175;1,09E-10;0,091725283;0,05240502;0,488322151;1,03E-27;0,557972467
PGR;0,001502592;-0,006516647;0,131622274;0,006146561;0,001002828;0,049197123;3,45E-06;0,650373578;0,490390279;7,56E-14;0,297191131
BR;-0,000871194;-0,000628062;0,102074545;0,008565913;0,000197983;0,140894357;0,553451837;0,908197892;0,490767663;1,19E-32;0,548413306
QRVO;-9,34E-05;0,00372006;-0,144886991;0,011580273;-0,002331628;0,911254218;0,014122626;0,339362696;0,490857504;1,48E-30;0,545254507
C;0,010253089;0,00188574;-0,124199045;0,013122658;-0,005588;4,55E-32;0,144951925;0,008092923;0,491165222;8,58E-44;0,74696939
RF;0,01291947;0,00753875;0,127852024;0,012207053;-0,003324501;1,24E-41;4,89E-08;0,12382664;0,491407005;1,39E-38;0,777567605
TEL;0,003776523;0,004443773;0,09681417;0,012462;-0,001838676;2,53E-10;1,98E-05;0,265318096;0,495925447;2,38E-54;0,770345518
RCL;0,010960966;0,006953226;-0,282517094;0,020896792;-0,000992772;5,30E-10;0,021865532;0,838856806;0,502348333;2,01E-26;0,539845454
SYF;0,011991675;0,003798759;0,181458878;0,017919886;-0,006057326;2,46E-22;0,052506027;0,056392394;0,505630703;1,30E-38;0,694555586
CSX;0,002639318;-0,000435643;0,11184977;0,008837595;-0,000887924;0,000118064;0,718260357;0,650057757;0,507588251;1,70E-28;0,514683598
CTAS;0,001654294;-0,003293022;0,112968372;0,012637131;-0,000231515;0,015633161;0,007465345;0,906749399;0,507624561;8,61E-45;0,657319041
RVTY;-0,0024987;0,000703889;-0,155251912;0,008567426;-0,000389571;0,009116386;0,679858256;0,887911708;0,514980008;2,19E-16;0,335768764
MTCH;-0,005487949;0,003580881;0,221342492;0,014388233;-0,007639368;7,74E-05;0,143808928;0,054821944;0,516971225;7,89E-21;0,446301285
STZ;0,002484087;0,000771658;0,116431274;0,009772423;-0,001173784;0,000727029;0,553103929;0,577727631;0,521940314;1,50E-29;0,530792287
CFG;0,01293071;0,005313184;0,121434726;0,013757196;-0,005352244;1,31E-40;0,00012267;0,015723168;0,522142696;1,28E-43;0,783780398
MMM;0,003132295;0,001356188;0,103021878;0,008281703;-0,005092423;2,26E-06;0,2411751;0,007043804;0,523518105;1,11E-27;0,528452195
POOL;-0,00285013;0,003176061;-0,160430452;0,010727355;0,00020721;0,005049755;0,07994111;0,943581464;0,525340571;4,41E-21;0,430047327
ROP;-0,001106523;-0,002433916;0,091828406;0,008508341;-0,000303442;0,057574518;0,020295801;0,857325739;0,528252295;4,15E-33;0,545258237
CRL;-0,001969109;0,000603351;0,15859869;0,013023035;-0,001717087;0,051446261;0,738401327;0,557690979;0,530012339;6,76E-28;0,502624141
MA;0,001569044;-0,001272584;-0,110341502;0,011505429;-0,001565206;0,02667705;0,314340459;0,444867726;0,532103207;3,62E-38;0,59671737
VTR;0,010653449;0,001101545;0,184903186;0,015327642;-0,005215586;1,60E-16;0,603044517;0,129708921;0,532261556;4,72E-28;0,583205894
LEN;0,001511381;0,003809351;0,170166692;0,013994936;0,000240945;0,165179897;0,051960759;0,939243635;0,532628534;1,04E-27;0,514883296
DOW;0,007191771;0,006357724;-0,125933577;0,007494722;0,000202993;3,54E-16;1,85E-05;0,931130708;0,534269219;3,98E-17;0,517917836
ESS;0,004430638;4,69E-06;0,130202414;0,011874764;-0,005662467;3,09E-07;0,997507682;0,020884035;0,535241678;1,12E-31;0,564687105
HUBB;0,003617239;0,000918481;0,116974535;0,009534474;0,000860949;3,10E-06;0,497620702;0,694740501;0,536453317;5,28E-27;0,514877665
PFG;0,010073292;0,002948672;0,105994805;0,014279495;-0,002683111;2,08E-33;0,017277617;0,179137066;0,537472491;3,53E-51;0,788220439
EQIX;-0,003202686;-0,003735555;0,118259734;0,00960236;-0,001882886;4,36E-05;0,007180633;0,399105016;0,538893225;1,25E-26;0,486786785
FMC;0,005286762;0,002987629;0,146658456;0,010707301;-0,00673751;8,64E-08;0,081402036;0,015694092;0,539042668;7,70E-23;0,488239702
AIG;0,010357899;-0,001832146;0,125746168;0,014685502;-0,002313251;4,70E-27;0,214826365;0,333499372;0,541771395;1,07E-42;0,720706855
HAL;0,014139412;0,002418837;-0,212194486;0,012717248;0,002420064;8,98E-20;0,333039863;0,549816141;0,543099499;9,57E-17;0,502321926
GWW;0,002062148;-0,001045749;0,11084104;0,010462345;0,001478674;0,004969655;0,423209765;0,484638563;0,543416049;2,74E-32;0,546338136
FITB;0,012794026;0,005969932;0,11674643;0,014670946;-0,003955593;2,64E-39;2,31E-05;0,077711902;0,544507416;2,91E-46;0,791180248
LH;0,002473477;-0,002071958;0,14206082;0,011104176;-0,001729861;0,008831152;0,218647732;0,52568078;0,54554109;1,23E-24;0,449010703
ROST;0,003421006;-0,001709174;0,147468565;0,015020797;-0,003956586;0,0005643;0,330423322;0,165018727;0,547591049;3,07E-35;0,580292605
MOS;0,010918156;0,006383944;-0,195522393;0,010461105;0,001084342;9,53E-15;0,006808552;0,774653386;0,5495132;1,01E-13;0,444681018
NOC;0,003456015;-0,005677932;0,12123896;0,005522077;-0,000645574;2,94E-05;0,000124871;0,783825956;0,550307732;1,20E-10;0,276181482
EFX;0,00055519;0,001469729;0,139714139;0,012986036;-0,002231333;0,554593665;0,383915447;0,414649891;0,553436911;1,46E-30;0,533772787
STT;0,006987088;-0,000977927;0,120271909;0,012947429;-0,004335776;2,09E-15;0,501327656;0,066873774;0,553947333;4,33E-37;0,644224221
TROW;0,000466948;0,001939862;0,11613974;0,01277987;-0,004939985;0,551713174;0,169335825;0,031413861;0,555196713;5,38E-38;0,616345359
APA;0,017446659;0,004619172;0,262007962;0,015693463;-0,00110145;7,33E-19;0,147180972;0,830668446;0,555376583;5,82E-16;0,497438793
WST;-0,00618311;-2,47E-05;0,141275478;0,008657055;0,001688595;7,33E-10;0,988521248;0,543617967;0,555635003;1,64E-16;0,415278256
DVA;0,00360667;0,001286759;-0,171338423;0,007505725;-0,001171442;0,002303704;0,540071266;0,730630391;0,559322325;1,13E-09;0,221977445
ADP;0,002193292;-0,002488179;0,098841616;0,010082116;-0,001637537;0,001395189;0,041840545;0,40646456;0,560980462;9,21E-34;0,558319818
HBAN;0,013869645;0,006843021;0,112368156;0,011368923;-0,004978531;5,07E-43;1,75E-06;0,027977852;0,56283927;3,47E-33;0,759772067
PTC;0,000312805;0,001485857;-0,121394251;0,011910761;0,001777962;0,711775318;0,328870087;0,470726239;0,567790712;2,68E-31;0,535626101
ATO;0,002481425;-0,005691854;0,090074859;0,007572177;-0,002389438;0,000141351;1,53E-06;0,20031634;0,574890501;1,47E-24;0,462175138
MDLZ;0,000963322;-0,004630668;0,08124537;0,006297912;-0,000741186;0,097212957;1,38E-05;0,659961848;0,576001793;9,96E-22;0,402337539
BBY;0,000623566;0,00189815;-0,145324106;0,012744083;-0,002945982;0,547707293;0,30852601;0,329417489;0,576548043;6,26E-26;0,470032034
MU;0,001854582;0,000987853;0,153602248;0,01198214;-0,001478697;0,09411377;0,618293763;0,645352773;0,579318337;1,19E-21;0,41582145
DGX;0,001126134;-0,001455582;0,12313419;0,007604373;-0,00144598;0,204979018;0,361069589;0,57533975;0,58007739;3,64E-15;0,295107976
GM;0,0079511;0,008780891;-0,134075704;0,015549848;-0,004524238;2,48E-14;9,21E-07;0,108509246;0,580099797;2,00E-37;0,68063948
CHTR;0,000150612;-0,001749115;0,150720408;0,010079181;-0,004760031;0,89046255;0,373549034;0,135853229;0,58296746;6,21E-17;0,322401781
BKR;0,011408463;0,004337776;0,158176096;0,009724244;-0,000629517;5,25E-19;0,03695903;0,850984878;0,584199883;8,28E-15;0,493876165
OKE;0,010514043;0,003156319;0,147844355;0,013125821;-0,002338198;1,77E-18;0,105159546;0,457700486;0,585909636;1,79E-25;0,58069754
CTLT;-0,003912769;0,003182633;-0,241433717;0,013357391;-0,003922008;0,028051612;0,317302868;0,446780146;0,586882345;1,94E-12;0,271903894
A;-0,001760634;0,001174797;0,087693092;0,008775555;0,000259908;0,006837163;0,310886259;0,889834916;0,587944081;6,64E-30;0,537802384
CZR;0,008252811;0,008208134;-0,230712688;0,03007247;-0,006039402;3,14E-06;0,00846974;0,228659627;0,59323531;1,72E-41;0,664727134
ALGN;-0,000685068;0,009262133;0,19741425;0,017269757;-0,005147584;0,643711615;0,000602515;0,233112886;0,595326859;4,82E-24;0,493807174
MRK;0,001370933;-0,003923362;0,098159602;0,003114729;0,000379651;0,064334703;0,003405137;0,859653668;0,596093407;3,90E-05;0,12204741
PNC;0,00890048;0,002524668;0,087261003;0,011812678;-0,003806178;7,31E-30;0,03342778;0,04769841;0,596824234;5,98E-43;0,742484965
COP;0,010758885;-0,000415794;0,148262318;0,008471134;0,001729779;5,75E-18;0,837227949;0,598062526;0,600238576;2,32E-12;0,440746812
AWK;-0,000274163;-0,004049978;0,098176127;0,010494939;-0,003643627;0,716160557;0,003097366;0,097944902;0,603893129;7,62E-31;0,512110417
PPL;0,006127786;-0,005401657;0,10061454;0,011341886;-0,004884713;2,12E-13;0,000145161;0,031770919;0,605948775;6,93E-33;0,594633627
SYY;0,006717787;0,00073118;0,123798101;0,013755814;-0,003812033;3,74E-11;0,671058406;0,172814697;0,606897134;3,85E-32;0,590108178
USB;0,010622247;0,004365057;0,091990993;0,010780487;-0,004890152;5,24E-34;0,000773208;0,019187323;0,606967434;1,69E-34;0,723461977
PRU;0,009906981;0,001105523;0,066230947;0,012755226;-0,002581415;7,07E-47;0,23227787;0,085870767;0,608038835;9,85E-62;0,844609097
FIS;0,002128867;-0,002327742;0,134147379;0,011693699;-0,008566155;0,043204108;0,216735856;0,005398975;0,609871293;1,46E-22;0,414868847
GRMN;0,000369493;0,000562614;-0,08564641;0,010020111;-0,000838804;0,580937312;0,639663344;0,666688127;0,610067811;4,96E-34;0,561525895
HOLX;-0,000999752;-0,001758577;-0,121008579;0,008959187;0,000185837;0,293518453;0,303427896;0,946427461;0,6119644;1,59E-17;0,325457339
MNST;-0,000317624;-0,001757033;-0,089184348;0,00809767;0,000524533;0,650745727;0,164034455;0,797206254;0,6124464;1,08E-23;0,416636728
REGN;-0,003866893;-0,003324616;0,116148507;0,006048714;0,001224199;3,86E-05;0,045031002;0,647200018;0,61457467;4,69E-10;0,249156164
MKC;-0,001096603;-0,003645434;0,097633261;0,005124416;-0,001900054;0,162946239;0,010242504;0,405358546;0,619779476;6,02E-10;0,199504909
HST;0,007648027;0,00969667;0,121773357;0,010729725;-0,002910251;3,35E-13;1,07E-07;0,30776918;0,620278698;5,96E-22;0,568089031
MGM;0,00755163;0,003871284;-0,137536009;0,020459616;-0,002328482;1,05E-10;0,05245335;0,469807128;0,620375317;1,83E-44;0,692992215
UNP;0,003177665;-0,000418793;0,08538444;0,009339309;-0,00129348;7,19E-06;0,735231487;0,519434439;0,621794205;1,06E-29;0,533640023
AXON;-0,00360522;0,007953291;-0,165827944;0,012612602;0,003325762;0,008077708;0,001197084;0,397224867;0,624227863;2,59E-17;0,405480666
EXC;0,002367594;-0,003971871;-0,08871911;0,009514847;-0,001632135;0,001259286;0,002541873;0,43903265;0,625502318;1,77E-28;0,489824026
UAL;0,01351869;0,008660178;-0,184879879;0,019535579;-0,008302814;3,99E-16;0,001736671;0,061752508;0,628053037;1,32E-27;0,59493197
JNJ;-4,03E-05;-0,003877905;0,068144881;0,004568704;-0,001053743;0,943253353;0,000180478;0,522727812;0,631597245;8,44E-14;0,27085728
SNPS;-0,00645607;-0,001835524;0,085236497;0,011561113;0,003555423;9,82E-17;0,150278527;0,085914946;0,631809734;4,83E-38;0,658750066
ADI;-0,000250469;0,002088985;-0,082173299;0,010324602;-3,02E-05;0,715040638;0,091056058;0,987922611;0,633142474;2,92E-34;0,576966624
EXPD;0,000199807;-0,001240403;0,083197292;0,009577005;-0,000262677;0,774159556;0,321731533;0,896851944;0,634020177;2,42E-30;0,513769815
CF;0,009808933;0,003728165;0,142173402;0,008360016;0,00042837;3,34E-14;0,084262732;0,902207461;0,636330299;5,17E-11;0,400044462
IBM;0,003463607;-0,000613127;-0,080740962;0,00721854;-0,000535432;9,75E-07;0,618481256;0,788389441;0,63884533;1,06E-20;0,422216439
KMI;0,007361774;0,00100331;-0,082497071;0,008185487;-0,002847377;1,22E-20;0,427171866;0,165106012;0,640166707;5,58E-24;0,570779545
ETR;0,003490939;-0,004582965;0,092069698;0,009904702;-0,004126242;1,45E-05;0,001346202;0,072261586;0,640516923;7,00E-27;0,48923131
AEE;0,002598202;-0,005550728;-0,077969696;0,008115412;-0,003067091;0,000139535;6,86E-06;0,116495951;0,642552362;2,00E-25;0,463759104
AMAT;-0,001675155;0,001429512;0,118326967;0,016309011;5,23E-05;0,105589665;0,440612718;0,986111986;0,647661377;1,55E-36;0,599232319
CHRW;0,000765985;0,000760292;-0,10098413;0,005436513;-0,000299285;0,387207548;0,632426403;0,907486887;0,649366271;4,93E-09;0,181424546
EBAY;-0,001570055;-0,001700486;-0,100116988;0,012874112;-0,002664813;0,080303516;0,290233909;0,306436459;0,655512006;2,75E-32;0,534798725
TFX;0,000147401;0,002221242;0,105415828;0,011243044;-0,00563676;0,875740182;0,190372123;0,040972078;0,655893433;7,78E-25;0,466735957
ABNB;-0,004670053;0,01442898;-0,143424304;0,007480419;-0,002744264;0,000346548;2,34E-09;0,462875051;0,656195714;2,51E-08;0,372691442
WY;0,005304196;0,000620414;0,093466354;0,015058581;-0,003852707;1,59E-09;0,680066152;0,115181087;0,656645517;5,91E-43;0,673296338
CE;0,006559921;0,003956642;0,084226491;0,012670362;-0,002253924;2,79E-15;0,004323495;0,311376065;0,660507021;7,60E-39;0,677815378
K;0,001358866;-0,004675926;0,071614975;0,004018937;-0,002143881;0,038346204;9,14E-05;0,259617495;0,661863554;4,52E-09;0,209097072
D;0,002550047;-0,003848648;0,080439401;0,006776668;-0,005489124;0,000642061;0,003957503;0,011024254;0,663157446;6,50E-17;0,343493402
ADSK;-0,00404806;0,00118072;0,100971734;0,012655824;-0,002075903;1,88E-05;0,476875883;0,440358863;0,663207248;3,56E-30;0,550643055
WRK;0,008649458;0,002109024;0,10774218;0,009763863;-0,002632122;8,76E-16;0,23463235;0,359715166;0,663431959;7,25E-19;0,496459655
URI;0,006865712;0,006647494;0,097168095;0,014939973;0,00265123;7,63E-13;5,13E-05;0,309226282;0,665237494;3,47E-39;0,683239558
WDC;0,005693704;-0,001561518;-0,14036924;0,01565626;-0,004504965;2,15E-05;0,50667938;0,237779127;0,669169146;6,18E-25;0,465966137
CPB;-0,00030068;-0,005593615;0,081465859;0,00185137;-0,001543345;0,692461182;5,99E-05;0,485596568;0,66933278;0,016037976;0,091445818
UPS;-0,0004696;-0,000467197;0,091115644;0,00855832;-0,000705391;0,580977017;0,759671894;0,775650033;0,669463581;2,42E-19;0,367103001
PG;-0,001138216;-0,005847771;-0,055355809;0,005795465;-0,00036362;0,030822436;2,95E-09;0,811510219;0,673765348;2,94E-22;0,422333449
LW;0,005843734;0,000419318;0,111293788;0,010742705;-0,002250076;1,07E-07;0,825569992;0,465858206;0,675569335;1,47E-19;0,427698214
DXCM;-0,008147781;0,002614467;0,141172077;0,011857482;-7,01E-05;1,11E-08;0,287212786;0,985933915;0,680527634;1,91E-15;0,400874456
VRSK;-0,003367367;-0,003570642;0,067588217;0,00902194;-0,000347158;7,87E-07;0,002914076;0,856652718;0,683421428;4,64E-30;0,534349958
PKG;0,004328076;0,002733064;-0,079191619;0,006102907;0,00054769;9,02E-08;0,052105298;0,809307984;0,68575732;3,67E-13;0,355367271
TSN;0,004275196;0,000237038;0,085569707;0,00529039;-0,002748965;9,85E-07;0,876066036;0,265181864;0,687085355;2,80E-09;0,263271247
IR;0,003295816;0,002369237;0,075877489;0,010862829;0,001515754;1,95E-05;0,081139794;0,48970073;0,688262437;2,44E-32;0,577374962
GS;0,006475475;0,001798781;0,060490399;0,013126071;-0,00174136;2,77E-21;0,0993969;0,323890305;0,690738081;2,01E-53;0,769722385
ABT;-0,002146482;-0,003131066;0,074954521;0,007751453;-0,00112895;0,004798525;0,021497099;0,606653718;0,691738064;5,33E-20;0,381766777
MTB;0,012104742;0,006443804;-0,082761464;0,009583864;-0,004077477;6,45E-33;2,50E-05;0,093347853;0,691833192;1,29E-23;0,668984347
MDT;0,00196155;0,001639298;0,067742373;0,008782223;-0,004091067;0,00475361;0,185258664;0,041993057;0,694644123;2,25E-27;0,507387494
EVRG;0,003609734;-0,005162838;0,077847134;0,008590659;-0,004185462;9,53E-06;0,000372216;0,071493448;0,696278867;1,61E-21;0,425673777
TYL;-0,006230754;0,000917261;0,074442417;0,00955337;-0,000988441;3,44E-14;0,502541437;0,655625941;0,696869175;1,08E-26;0,566279868
KVUE;9,88E-05;0,000535978;-0,032166551;0,00069539;-0,001647658;0,765900098;0,368663152;0,08902431;0,699191721;0,037838766;0,032693027
XEL;0,00267622;-0,007376045;-0,066633187;0,008513118;-0,003278242;0,000151665;1,36E-08;0,105382635;0,70175484;6,89E-26;0,478847208
XOM;0,00975046;1,52E-05;-0,081895725;0,0077639;0,001002283;3,23E-23;0,992160892;0,688775065;0,704276813;2,05E-16;0,525011059
INVH;0,002821156;-0,002161468;0,079544739;0,013728736;-0,004089971;0,000885673;0,151195218;0,094095459;0,704735929;2,43E-38;0,606261025
BKNG;0,003307313;0,003377789;0,087881224;0,012183357;-0,000497895;0,000429364;0,042890107;0,853126099;0,704747641;1,29E-28;0,535373304
LNT;0,00315569;-0,005763142;0,062841364;0,00845641;-0,003347772;3,46E-06;2,40E-06;0,082952871;0,704793243;1,93E-27;0,503428689
