Column1;coefHML;coefSML;coeffundflows;coefrmrf;const;pvalorHML;pvalorSML;pvalorconst;pvalorfundflows;pvalorrmrf;r2
DECK;0,002575854;0,004119038;0,142216159;0,004543191;-0,005153792;0,000862164;0,000992591;1,14E-07;0,392927147;1,38E-11;0,086097414
ROST;0,004059282;0,000576031;-0,130581793;0,00458155;-0,00646421;1,69E-08;0,617719508;9,27E-13;0,396618212;1,99E-13;0,093932545
EQT;0,002988581;-0,001575435;0,189202187;0,005731526;-0,005247032;0,003909011;0,346261667;5,34E-05;0,396637613;1,89E-10;0,053607669
AMP;0,004667018;-0,002191466;0,125432506;0,007865035;-0,006107377;2,21E-11;0,049497897;2,73E-12;0,399102085;8,89E-37;0,198983247
FTV;0,003219998;0,000625837;-0,0969086;0,004992819;-0,006454063;3,75E-09;0,474668785;1,34E-20;0,406835685;2,57E-25;0,152088991
TECH;-0,001335094;0,000767461;0,11571153;0,003079695;-0,006563605;0,039389367;0,463854655;1,72E-15;0,40792454;4,25E-08;0,043767534
ETN;0,004259643;-0,001221339;-0,101394674;0,005538226;-0,005648519;1,48E-13;0,183858508;5,40E-15;0,408238421;6,54E-28;0,171130591
WM;0,001549369;-0,001724026;0,08018126;0,003317957;-0,006195105;0,000586629;0,017891797;1,41E-26;0,408600882;4,12E-17;0,087685575
TDG;0,005017581;0,004006746;0,126878351;0,005041919;-0,006066941;5,46E-12;0,000590193;2,59E-11;0,413400831;1,16E-15;0,140028829
ROK;0,00337752;0,00022024;0,104119474;0,005017015;-0,00581263;1,38E-08;0,817479935;9,52E-15;0,413683316;6,26E-22;0,132713147
FE;0,000663982;-0,002574303;0,104875606;0,004333587;-0,006991177;0,265092973;0,00769002;5,19E-20;0,414975948;1,15E-16;0,076882709
VRTX;-0,000788041;-0,001429564;0,102699785;0,003314184;-0,005911789;0,187418118;0,13954343;7,64E-15;0,42619513;1,89E-10;0,047968281
CAH;0,001802052;-0,001281256;0,092309228;0,003863305;-0,005823045;0,000824072;0,140706927;2,08E-17;0,426230326;2,46E-16;0,083590467
L;0,00455076;0,000106824;0,099726532;0,005064457;-0,006222577;1,47E-14;0,909680452;5,37E-17;0,427520478;7,98E-23;0,158666044
HPQ;0,002265536;0,002486424;-0,116806948;0,004331742;-0,005976943;0,00097087;0,025034838;5,80E-12;0,42963156;4,46E-13;0,083794731
EFX;0,000904745;-0,001905155;0,106635505;0,00344676;-0,006055629;0,148926826;0,060485711;2,96E-14;0,430696863;2,63E-10;0,046736572
SYK;0,0023762;-0,001160821;-0,096329973;0,00439443;-0,006084978;3,11E-05;0,206625991;4,60E-17;0,432143667;1,42E-18;0,099528307
COF;0,006841751;0,001655702;-0,13040882;0,006583832;-0,006619454;6,36E-18;0,187848208;1,73E-11;0,43684557;8,47E-22;0,172462188
MTCH;-0,000724729;-0,002324458;0,14588247;0,005594053;-0,007173381;0,408264224;0,101428245;1,00E-10;0,440846202;2,78E-13;0,060445985
WYNN;0,005526748;0,001578978;-0,161911421;0,005417108;-0,00694884;1,83E-08;0,316297296;1,56E-08;0,441249682;1,65E-10;0,08218181
ATO;0,001307214;-0,00295875;0,082137545;0,003951813;-0,006467604;0,008797831;0,000254952;6,59E-24;0,445128306;2,12E-19;0,095996099
NOW;-0,002218496;-0,002834607;0,12635877;0,004438446;-0,005859217;0,003881918;0,022498913;1,47E-09;0,445336653;3,07E-11;0,059772175
ADM;0,002963457;-0,000795985;0,086658609;0,004579355;-0,006113478;2,74E-08;0,352242324;1,70E-19;0,447876766;1,23E-22;0,130484174
AOS;0,002852991;0,00012895;-0,091097915;0,003435767;-0,005948514;3,71E-07;0,886273898;5,98E-17;0,44904945;1,63E-12;0,082487967
VMC;0,003549492;0,003221989;0,098296093;0,003962418;-0,006268353;9,69E-09;0,001203698;1,02E-15;0,457890662;1,44E-13;0,115188226
FSLR;0,000545789;0,003658256;0,145215073;0,003868247;-0,004691777;0,55187485;0,013889494;4,72E-05;0,463613884;1,14E-06;0,041786237
IBM;0,002567615;-0,001130567;-0,07800494;0,003856868;-0,006326867;2,38E-07;0,156859258;2,14E-23;0,46401553;6,55E-19;0,108924554
VLTO;0,005861804;-0,001901137;0,467490881;0,003242932;-0,022149882;0,250941231;0,651068987;3,81E-09;0,465807568;0,379469119;0,098804196
FDX;0,002129693;0,001446003;-0,109258022;0,004038589;-0,005801848;0,002201655;0,197990828;4,05E-11;0,465948763;2,44E-11;0,066759235
BSX;0,002300221;-0,00084029;-0,083319107;0,004374991;-0,006260741;1,61E-05;0,327878559;3,37E-20;0,467199779;9,36E-21;0,111158473
RSG;0,001965846;-0,002001323;0,070073594;0,003786643;-0,006079021;1,24E-05;0,005818006;6,97E-26;0,468427384;1,00E-21;0,114783305
VRSK;8,96E-05;-0,00226236;0,079000076;0,004450049;-0,006494663;0,859442425;0,005850854;2,09E-23;0,469923746;3,11E-23;0,106553469
MAS;0,002237466;-0,000491572;-0,087588237;0,004251954;-0,0062533;9,60E-05;0,594887782;1,04E-17;0,477733789;2,40E-17;0,093483902
A;0,000350677;-0,001594785;-0,083815902;0,004180554;-0,005937837;0,52221217;0,072359685;2,14E-17;0,478827636;4,14E-18;0,082779892
LMT;0,002387997;-0,003160997;0,077612006;0,003497752;-0,006623944;3,17E-06;0,000134027;5,77E-24;0,480530483;4,55E-15;0,090885785
COO;0,001663843;0,000284242;0,082510643;0,003808407;-0,006434183;0,002207163;0,745970346;2,11E-20;0,481063964;1,13E-15;0,083553375
CNP;0,002491156;-0,000965796;0,093177752;0,005029529;-0,006677785;5,40E-05;0,331336038;1,70E-17;0,482444832;1,67E-20;0,108192665
PRU;0,005320537;-0,001923916;-0,100863225;0,006488465;-0,006435075;7,38E-15;0,077296305;5,17E-14;0,487354739;2,25E-27;0,172701338
MDT;0,00243462;-0,001513165;-0,075821635;0,004440896;-0,006886522;1,70E-06;0,064585122;5,16E-26;0,487364976;3,31E-23;0,124361225
HBAN;0,006522401;0,00106366;-0,108533971;0,004944857;-0,006481606;2,34E-18;0,368169569;2,62E-12;0,491362065;1,04E-14;0,141841392
FI;0,001811557;-0,001527005;-0,082974617;0,005254691;-0,00647879;0,001288207;0,092954791;1,95E-19;0,493647908;5,87E-26;0,126824707
TSCO;-0,000481153;0,001565632;0,08660973;0,002170926;-0,006013567;0,41586153;0,102057359;1,43E-15;0,497667861;2,20E-05;0,029443652
AEE;0,001065046;-0,002751673;0,075131526;0,003886311;-0,006470765;0,040583964;0,00110187;3,26E-22;0,503130119;1,70E-17;0,08405765
GL;0,004453212;-0,001380844;-0,081459411;0,005041436;-0,006311597;7,90E-15;0,13015602;1,95E-18;0,50324612;5,76E-24;0,159049373
SRE;0,002155593;-0,002840958;-0,076830154;0,004370051;-0,006479935;5,82E-05;0,001041844;3,11E-21;0,505134851;1,70E-20;0,107508807
HAL;0,006067004;0,002519448;-0,14860698;0,007735024;-0,006553675;5,95E-09;0,131945427;4,75E-07;0,505289745;1,57E-17;0,120448929
KR;-0,000566168;0,00045497;0,078847366;0,001499896;-0,006492147;0,301987579;0,608198663;2,58E-20;0,50560383;0,001531929;0,014962401
PNW;0,002135882;-0,001141677;0,075391707;0,004354959;-0,006739183;5,10E-05;0,179106745;1,95E-23;0,506006391;5,51E-21;0,109687335
PGR;0,00054551;-0,00279657;0,076441019;0,003370711;-0,005971348;0,308777799;0,001301872;2,87E-18;0,508946344;5,99E-13;0,060728439
BRO;0,00141337;-0,002166136;0,074837555;0,003887559;-0,006117076;0,00736064;0,011129793;1,15E-19;0,510322643;4,12E-17;0,083520496
STZ;0,002136894;-0,001146155;-0,076003084;0,003641543;-0,006293557;6,95E-05;0,185583262;4,19E-20;0,510527535;7,51E-15;0,080647649
HST;0,004984302;0,002127644;-0,107583042;0,004865429;-0,00612133;8,99E-11;0,083779947;1,93E-10;0,512047496;2,35E-13;0,109603997
KDP;0,000800044;0,001178658;0,067332852;0,002691333;-0,006474806;0,092956594;0,126122313;5,93E-26;0,512389015;8,46E-11;0,059450367
RMD;-0,000676092;-0,002770282;0,086711755;0,005020983;-0,006416365;0,274463202;0,005746727;4,03E-16;0,516257687;3,40E-20;0,094291727
ABNB;-0,002157073;0,003161163;0,159565202;-0,001737887;-0,007729144;0,096912331;0,087859616;8,85E-09;0,516406078;0,180508427;0,00946459
HAS;0,002423784;-0,000568592;-0,095804921;0,004001424;-0,006960407;0,00044;0,609174959;1,84E-15;0,518619191;2,40E-11;0,062065921
EXPD;0,000805983;-0,000212919;-0,071110017;0,003384466;-0,006225724;0,114545224;0,796578398;2,07E-21;0,51889244;3,50E-14;0,06781784
BLDR;0,005004716;0,004308828;-0,126161411;0,005676684;-0,005091119;6,90E-08;0,003895508;1,09E-05;0,525598022;1,60E-12;0,102771675
CRM;-0,001187573;-0,001676923;0,095210754;0,00460626;-0,006125531;0,090656616;0,139794973;5,67E-12;0,529662535;6,00E-14;0,066157548
TGT;0,000623221;-0,000606507;0,089849283;0,003044715;-0,006670259;0,348875986;0,573157099;3,40E-15;0,531697461;1,32E-07;0,032652458
APH;0,001776922;0,000164139;-0,069632325;0,004329054;-0,005785538;0,000593103;0,844057199;1,73E-18;0,531809956;2,01E-21;0,112615384
EIX;0,001853597;-0,002003207;0,072434516;0,004074929;-0,006696623;0,000690228;0,023196002;1,00E-21;0,537924334;1,65E-17;0,088873873
GM;0,005263546;0,002564822;-0,099249227;0,005448376;-0,006887167;3,47E-12;0,033901658;3,66E-13;0,538021013;9,07E-17;0,133853941
NOC;0,002257254;-0,002903826;0,069324112;0,003287834;-0,006543483;1,73E-05;0,00062032;2,01E-22;0,539050987;5,92E-13;0,077293712
LW;0,003445153;0,002457818;0,083370569;0,004548854;-0,0061605;1,09E-07;0,018462712;5,12E-14;0,548650507;7,61E-16;0,11402426
NWSA;0,002910841;-7,27E-05;0,080464399;0,003493617;-0,005801161;3,66E-06;0,942676805;2,70E-13;0,55105702;1,37E-10;0,068500518
MRNA;-0,003921256;-0,000508518;0,171268932;-0,000222709;-0,003679063;0,003339254;0,813639903;0,027577721;0,551920238;0,846096707;0,010107648
CARR;0,002679491;0,000875817;-0,096692921;0,003616536;-0,004613889;0,000183878;0,469193888;3,22E-07;0,552375169;1,37E-07;0,051712863
AME;0,002669919;-0,001925651;-0,065572581;0,005367287;-0,006042199;2,35E-07;0,020460818;3,69E-20;0,553673348;1,36E-31;0,163252058
KVUE;-0,003624047;0,001974716;0,187487003;0,002686269;-0,020939119;0,070865868;0,348320525;4,51E-30;0,553700235;0,140562042;0,045526895
NTRS;0,00388797;-0,000844049;-0,081340494;0,005773552;-0,006667522;1,72E-09;0,414430453;2,77E-16;0,555592521;2,21E-24;0,142484325
BAC;0,005443372;-0,000821603;-0,079541387;0,006114251;-0,006709422;1,47E-17;0,416729777;4,14E-17;0,555729076;4,90E-28;0,187044021
ED;0,001217709;-0,003458638;0,062625827;0,003640931;-0,006588624;0,013556524;1,58E-05;3,37E-25;0,55595715;3,83E-17;0,08786442
EXPE;0,004322438;0,000891315;0,110168392;0,005639821;-0,006315325;8,46E-07;0,527549003;9,63E-09;0,558456657;1,37E-13;0,088350085
SNA;0,004054701;0,000648004;-0,071026956;0,003836594;-0,005919973;1,43E-12;0,478144581;1,98E-16;0,560166297;8,39E-15;0,117758176
IR;0,003496154;0,000759017;-0,076926184;0,004116886;-0,005535877;2,15E-08;0,448608014;1,79E-12;0,564949949;2,92E-14;0,098382318
BLK;0,001545406;-0,001675615;0,072298939;0,005152696;-0,00598031;0,0084051;0,077138722;1,07E-15;0,567364762;2,73E-23;0,111692134
NEE;0,000238377;-0,002274761;0,070696822;0,00433313;-0,006486129;0,677354914;0,01431161;8,81E-19;0,567771642;7,79E-18;0,081119458
MSI;0,001319216;-0,001646237;0,067098909;0,003619023;-0,006076324;0,015544441;0,061922024;2,55E-18;0,568209568;3,03E-14;0,068501729
SBUX;0,001202031;-0,00089517;-0,069919774;0,004850523;-0,00670362;0,035567705;0,332967104;5,26E-20;0,570883408;7,41E-22;0,104513567
PSX;0,006491963;0,000975333;-0,091064335;0,004855848;-0,006514743;4,32E-17;0,426059036;1,13E-11;0,577575702;2,17E-13;0,130455776
CPT;0,002158306;-0,0010886;0,067677377;0,004370055;-0,006640802;0,000135206;0,232479401;3,57E-20;0,577932183;1,18E-18;0,097470513
PFG;0,005727138;-0,0011311;-0,081817017;0,006120404;-0,006036164;1,70E-16;0,305266461;2,92E-12;0,578344406;4,07E-24;0,16676914
WMB;0,004004464;0,002095313;0,078385351;0,005581594;-0,006555527;1,29E-09;0,047638578;3,18E-15;0,578362555;4,14E-22;0,147679138
TMO;-0,000831429;-0,002768336;-0,06509621;0,003386354;-0,005967224;0,126930557;0,001726928;9,53E-18;0,579823938;1,06E-12;0,062106437
FICO;0,001317226;-0,001204451;0,086425984;0,006240593;-0,005583585;0,070579897;0,30664914;1,29E-09;0,582466625;3,13E-22;0,105189209
AVB;0,002773403;-0,00164777;0,068052297;0,004513855;-0,006721632;1,62E-06;0,076590268;6,72E-20;0,583373097;4,56E-19;0,106051155
KMB;0,000936152;-0,002434324;0,051870957;0,002449727;-0,0066637;0,033229638;0,000639238;1,93E-31;0,584419346;1,49E-10;0,053658337
LNT;0,000901374;-0,002757224;0,056670516;0,003798477;-0,006424833;0,065965138;0,000526721;2,47E-24;0,592151087;1,23E-18;0,088924752
WBD;0,003255454;0,003998948;-0,110470663;0,003254082;-0,007613745;0,00071438;0,01010821;3,47E-10;0,593760057;8,67E-05;0,04282206
DPZ;-0,001103351;0,001646713;0,071136355;0,001791294;-0,006376655;0,074451164;0,099909925;5,73E-16;0,594062941;0,000788896;0,023601435
AMGN;0,000519731;-0,002163456;0,055565797;0,00352356;-0,006780605;0,282234387;0,00576631;2,11E-27;0,594417334;9,87E-17;0,076943004
CPRT;0,001062918;-0,000683931;0,064564073;0,004292901;-0,005874652;0,059355252;0,453061365;2,83E-16;0,595551769;4,42E-18;0,086226693
OKE;0,004691628;0,005449054;0,108343808;0,006440727;-0,00693667;8,41E-07;0,000389938;6,41E-09;0,595907921;7,57E-15;0,116538192
EMR;0,004364567;0,000158529;-0,06836127;0,00462288;-0,00647538;5,89E-13;0,869670513;2,02E-17;0,596012091;1,39E-18;0,133662751
MSCI;-0,000238711;-0,001927726;0,075848477;0,004929873;-0,006009469;0,718591897;0,072412894;8,91E-13;0,596029787;2,46E-17;0,078932026
TSN;0,002122202;0,00393847;0,063167281;0,003160721;-0,006704344;0,000148934;1,40E-05;6,74E-21;0,599702408;7,51E-11;0,096164338
UAL;0,008338954;0,00566905;0,118934758;0,005127027;-0,006881722;1,06E-14;0,000988278;2,61E-07;0,603495366;2,57E-08;0,114794558
REG;0,004962107;0,000993792;0,078569149;0,005014051;-0,006414602;3,15E-12;0,381841565;6,18E-13;0,604350778;3,91E-16;0,123558185
K;0,000592618;-0,002593798;0,049782161;0,002424521;-0,00678089;0,186777959;0,000371817;3,26E-31;0,607457431;5,33E-10;0,049306626
ILMN;-0,000298664;0,001723133;0,088671331;0,003698744;-0,0071411;0,708911204;0,183428883;1,99E-12;0,607827085;9,94E-08;0,039628659
SCHW;0,004164944;7,98E-06;-0,077283206;0,004978674;-0,005955392;3,54E-09;0,994369684;1,71E-11;0,608422201;4,42E-16;0,106730299
HLT;0,003377777;0,001081655;-0,070834711;0,003454714;-0,00596014;1,68E-07;0,297003063;2,43E-13;0,608732184;5,79E-10;0,075389181
MU;0,001537142;0,000888509;0,085779313;0,005904954;-0,006074192;0,049912827;0,48331949;8,58E-10;0,61205624;9,72E-18;0,090603532
HON;0,003845868;-0,000849255;-0,055131439;0,004383231;-0,006377351;7,56E-14;0,299987347;1,15E-22;0,614047961;1,27E-22;0,150602481
KEY;0,00725858;0,002816396;0,094183282;0,006940348;-0,00703219;4,78E-16;0,047600396;2,41E-10;0,619252356;2,75E-19;0,159321597
VZ;0,000595766;-0,001335772;0,045339267;0,002235128;-0,006791816;0,158708169;0,050980119;8,82E-35;0,619266621;1,19E-09;0,043243464
CSX;0,002915805;-0,00085422;0,056566922;0,005383442;-0,006261224;5,11E-08;0,320125491;3,47E-20;0,621700698;7,08E-30;0,160740235
CRL;0,00038647;6,89E-05;0,074501108;0,005280332;-0,006360766;0,583047592;0,951761551;1,09E-12;0,624145613;1,41E-17;0,084024742
F;0,004621039;0,001603164;-0,083069996;0,004946708;-0,006172891;6,23E-09;0,208733496;5,79E-10;0,625355896;6,54E-13;0,096837203
ADP;0,002363513;-0,00156871;0,056861402;0,004782266;-0,006329194;1,51E-05;0,074629921;9,47E-20;0,62794573;2,76E-23;0,121236483
DRI;0,004733673;0,001716738;-0,082552577;0,006279972;-0,006157117;2,90E-09;0,179198752;6,92E-10;0,628226695;1,73E-19;0,129556943
UPS;0,000747313;-0,000969892;-0,057422236;0,003533639;-0,005966783;0,179477674;0,281611521;4,46E-17;0,632792678;3,67E-13;0,060168939
OMC;0,004302217;-0,000713153;-0,06100967;0,003648037;-0,006258656;1,01E-12;0,458848607;1,60E-16;0,634859147;2,14E-12;0,102775852
LKQ;0,006513247;0,001294253;-0,069118716;0,005809481;-0,006522631;5,57E-21;0,236798292;3,21E-14;0,635799469;2,46E-22;0,185042408
DOC;0,003135457;-0,001594039;0,065522807;0,005268285;-0,006962835;1,21E-06;0,124971847;1,93E-17;0,63631856;1,33E-20;0,113590918
GS;0,004408806;-0,000324479;0,058843065;0,005275692;-0,006419825;1,40E-13;0,732624127;1,10E-17;0,642479057;3,68E-24;0,15842499
META;-0,001169807;-0,001718205;0,081570976;0,00475488;-0,006356059;0,156513544;0,198414673;1,11E-09;0,647165224;3,81E-11;0,051419412
EOG;0,004792126;0,00263064;-0,086475392;0,004984718;-0,00653246;5,83E-08;0,063816141;3,62E-09;0,647690607;6,60E-11;0,086821662
PH;0,004588513;-0,000333538;0,061958747;0,005922541;-0,006004704;7,96E-13;0,744106468;7,34E-14;0,649570315;4,85E-26;0,163652625
LDOS;0,001852659;-0,001305428;-0,052192789;0,004019113;-0,006206252;0,000558544;0,131895042;1,34E-19;0,651516652;1,27E-17;0,089707477
HOLX;0,000149364;-0,000394194;-0,056574596;0,003944768;-0,006275229;0,796775043;0,674524841;2,40E-17;0,651538851;8,08E-15;0,068595991
DVN;0,006511983;0,004737224;-0,105437619;0,00682645;-0,006179723;3,48E-09;0,007442365;6,81E-06;0,654690687;8,06E-13;0,107561809
AON;0,00098773;-0,001666101;-0,050482075;0,003185205;-0,006448256;0,059774405;0,049774553;9,90E-22;0,655667699;3,35E-12;0,056713106
COR;0,001864992;-0,001259484;0,046805585;0,004194089;-0,006021473;0,000167739;0,115118281;2,05E-21;0,660627907;7,04E-22;0,11126644
STLD;0,005192556;0,002303233;-0,07473261;0,005587822;-0,005118021;8,58E-11;0,072067771;2,80E-07;0,661600175;7,59E-16;0,121677201
SHW;0,001067522;-7,78E-05;-0,052791188;0,004601152;-0,006065321;0,059055495;0,932149838;4,09E-17;0,665254841;2,62E-20;0,099219313
IFF;0,001987841;-0,001329075;-0,057941478;0,003806948;-0,007250375;0,00149002;0,188340044;1,17E-19;0,667244552;2,76E-12;0,063067852
EQR;0,002687946;-0,001058536;0,053507816;0,004191753;-0,006790099;3,56E-06;0,256568428;3,84E-20;0,667285154;1,18E-16;0,094352831
JNPR;0,00222314;-0,000259513;0,049255389;0,003421246;-0,006423754;3,16E-05;0,762906195;4,62E-21;0,667901524;1,81E-13;0,07747357
PEG;0,001881761;-0,000770356;-0,046184198;0,003631811;-0,006396486;0,000170815;0,339890934;2,15E-23;0,668042977;1,07E-16;0,08814103
MDLZ;0,001035571;-0,002496819;0,040013727;0,00403216;-0,00631207;0,016727834;0,000374306;2,11E-29;0,668112751;8,43E-26;0,122684729
GNRC;-0,000474803;0,000787923;-0,090593146;0,005425298;-0,00594743;0,628273697;0,61957193;1,46E-06;0,668841498;2,10E-10;0,049867858
ACGL;0,003823334;-0,001769816;-0,056486858;0,005487751;-0,005996506;6,38E-10;0,074160118;1,34E-14;0,669071485;4,63E-24;0,140628265
WFC;0,006063403;-0,000932283;0,062697637;0,005366963;-0,006810453;6,15E-18;0,402377981;7,30E-15;0,672985198;7,77E-19;0,151453534
CSCO;0,001648209;-0,002381828;-0,047773731;0,004177382;-0,006573368;0,001967262;0,005687029;5,74E-22;0,677039646;4,20E-19;0,094653898
DVA;0,001241502;0,000395265;-0,062243792;0,003776191;-0,006121301;0,074285629;0,725260622;3,80E-12;0,678367154;4,30E-10;0,049670175
HUM;0,001028739;-0,001948103;0,056442362;0,004430429;-0,006715301;0,104688847;0,057689639;9,83E-17;0,679988531;1,50E-15;0,071735322
JCI;0,003478364;-0,001185462;-0,050373205;0,003662008;-0,00625406;1,20E-09;0,195825675;5,37E-18;0,680300373;1,37E-13;0,094287736
NCLH;0,008202076;0,004294405;-0,125271471;0,006279923;-0,007199152;8,96E-09;0,060688535;5,06E-05;0,68150607;3,00E-07;0,072353386
AAL;0,008327864;0,003865633;0,093004325;0,004835065;-0,006844784;7,57E-15;0,023482689;2,50E-07;0,682531786;1,20E-07;0,104013921
O;0,003752998;0,000425357;0,053032431;0,005600625;-0,006781578;6,48E-10;0,661819226;1,12E-18;0,682797922;9,46E-26;0,155150634
EXR;0,001179266;-0,002518831;0,051479959;0,00315424;-0,005766867;0,043705825;0,007821863;8,60E-15;0,683179822;5,44E-10;0,048006234
CHD;-0,000427424;-0,001838387;-0,04051927;0,002255954;-0,006195449;0,353474019;0,013803046;1,95E-25;0,683742787;1,71E-08;0,038644623
IQV;0,001707686;-0,000531007;0,052427863;0,005579674;-0,006333271;0,004793913;0,587042481;2,03E-16;0,687799607;2,42E-25;0,124768081
CLX;-0,000657645;-7,73E-05;0,044569451;0,001121016;-0,00660098;0,204436314;0,926573475;4,02E-23;0,690352173;0,012086215;0,009567767
MCK;0,001369404;-0,002023218;0,045401905;0,004200224;-0,005527099;0,00959254;0,018010458;2,17E-16;0,69035846;1,66E-19;0,093708533
DOW;0,003494382;0,000542334;-0,057043438;0,00530392;-0,006576374;2,51E-07;0,618276528;1,52E-14;0,69450612;3,41E-19;0,115909337
GE;0,005309805;0,000597888;-0,057825911;0,004502007;-0,006192973;1,94E-14;0,588150785;8,59E-13;0,694708986;4,59E-14;0,121266232
EG;0,00308145;-0,001465836;-0,049671842;0,004252902;-0,006144935;2,58E-07;0,127289612;4,65E-16;0,698429863;3,19E-16;0,096274921
CE;0,004197378;0,001218581;-0,054990261;0,005470531;-0,006185778;3,60E-10;0,255472027;1,90E-13;0,70049331;7,74E-21;0,13784022
UHS;0,003960412;0,002680962;0,060355952;0,005216632;-0,00658926;6,94E-08;0,023140269;1,02E-12;0,701219218;3,26E-16;0,115634385
SMCI;0,002431467;0,002704986;-0,081007635;0,00536333;-0,004585803;0,014983538;0,094164834;0,000252437;0,706988376;6,54E-10;0,058238216
BEN;0,003518131;0,000727184;0,054823301;0,004337107;-0,006321783;3,69E-07;0,513064087;4,26E-13;0,711725556;4,95E-13;0,087012238
TT;0,003399853;-0,000944307;0,045339154;0,004146924;-0,005453078;3,20E-09;0,304832385;4,56E-14;0,71192218;9,67E-17;0,107154832
PYPL;-0,001159482;-0,0012316;-0,064436132;0,005475683;-0,007489025;0,151953422;0,346891956;3,11E-13;0,712239128;1,06E-14;0,069590776
JBHT;0,001757124;0,000223379;0,045771804;0,004204688;-0,006063828;0,00247201;0,811587757;2,19E-16;0,714359258;1,31E-16;0,087190884
DHR;-0,000555456;-0,002007113;-0,042190383;0,003495243;-0,00572167;0,300193358;0,020865313;6,07E-17;0,715513749;8,89E-14;0,063542484
NDSN;0,002508257;-2,85E-05;0,044474249;0,005678127;-0,006126945;1,17E-05;0,975295826;3,36E-17;0,717448326;4,96E-29;0,152461986
CDW;0,002171976;-0,000310552;0,045964706;0,005096834;-0,006379046;0,000245902;0,745055951;2,56E-17;0,71837167;1,62E-22;0,116770792
WBA;0,002666521;-0,000787941;-0,049799344;0,002784033;-0,007251153;3,72E-05;0,449289228;1,25E-18;0,720068577;6,00E-07;0,044899315
PODD;-0,00132739;0,000320839;0,063435474;0,003630027;-0,00608936;0,106662618;0,809448391;4,55E-09;0,720900719;3,55E-07;0,0347431
BMY;0,001365329;-0,000372761;0,033446068;0,002847165;-0,006949284;0,00192315;0,599805418;7,40E-34;0,724252494;1,19E-13;0,070494539
PWR;0,003467165;0,000146224;0,049343007;0,004281035;-0,004669172;1,29E-07;0,889673616;1,37E-08;0,725774452;5,77E-14;0,091124087
DFS;0,006877294;0,00237267;0,06642438;0,007589587;-0,0067032;1,37E-14;0,095318778;1,56E-09;0,726205787;1,54E-22;0,165551985
BAX;1,27E-05;-0,003178657;-0,041186546;0,00361522;-0,007305415;0,981460644;0,000327636;2,68E-25;0,726286525;3,35E-14;0,067107278
PG;0,000550198;-0,003538098;0,032183183;0,003190871;-0,006399624;0,199700182;4,17E-07;1,58E-30;0,728232589;2,49E-17;0,089022903
INCY;-3,80E-05;0,000508448;0,042895224;0,002309925;-0,006900481;0,947214002;0,583821526;6,66E-21;0,729093102;3,31E-06;0,027440463
EXC;0,001728043;-0,001565884;0,040472447;0,005076195;-0,006540588;0,00178275;0,079658786;2,27E-20;0,734055027;3,52E-25;0,122412521
IP;0,004302048;0,000279778;-0,043215675;0,004941643;-0,006561562;7,49E-13;0,769991277;3,91E-18;0,735045409;2,98E-21;0,145408562
GPN;0,002546686;-0,002584461;-0,049475093;0,005739274;-0,007164533;0,000209494;0,019792297;2,22E-16;0,737793483;2,19E-21;0,10808613
FCX;0,004102884;0,002578591;0,064095616;0,007458467;-0,005510272;5,79E-06;0,076806828;1,16E-06;0,741492854;5,95E-21;0,127002162
MNST;0,000749659;-0,0011684;0,034325128;0,003877314;-0,006022646;0,123904899;0,138386094;6,10E-22;0,74411986;1,61E-19;0,0905981
CTRA;0,002573037;-0,001544308;0,051773912;0,005025798;-0,006166835;0,000485112;0,194371974;3,51E-11;0,744297374;5,86E-15;0,077652513
GIS;0,000530039;-0,002173901;0,032445422;0,002220089;-0,006360142;0,251463936;0,003725942;1,73E-26;0,745065999;3,13E-08;0,038197582
CMA;0,007377568;0,003033145;0,063092978;0,006249204;-0,006652572;2,17E-15;0,040470502;8,15E-09;0,749166839;5,78E-15;0,138047169
TPR;0,006238059;0,000183758;-0,059976688;0,007283937;-0,006049481;1,59E-12;0,896191506;3,62E-08;0,749651109;2,63E-21;0,143684105
CHRW;0,000860493;0,000465647;-0,037601606;0,002348125;-0,00626984;0,115232451;0,598188056;2,94E-19;0,749796153;6,98E-07;0,033034031
CI;0,002606169;-0,002611894;0,040565038;0,005185379;-0,006604084;1,13E-05;0,00637379;2,18E-18;0,750383665;3,43E-23;0,120926973
PPL;0,00298275;-0,002083417;0,033735358;0,00480095;-0,006776998;6,62E-09;0,01163702;5,99E-25;0,759094235;2,91E-26;0,145901992
GPC;0,004233283;-0,000347224;0,038095697;0,004811915;-0,006560115;7,18E-13;0,712074506;1,13E-18;0,761561548;6,78E-21;0,141527486
SYY;0,005035077;0,001715336;0,045810836;0,004725685;-0,006720051;1,75E-12;0,132310035;5,90E-14;0,763123518;1,71E-14;0,120520183
BWA;0,004692675;0,003267965;0,042672899;0,003456052;-0,006580762;1,93E-12;0,002183905;3,76E-15;0,763718513;1,49E-09;0,108815642
PNR;0,00368231;0,000438584;0,03786869;0,00526429;-0,006230498;5,37E-10;0,644155861;8,63E-17;0,765048527;4,42E-24;0,148110762
LEN;0,003270353;0,00345008;-0,050973603;0,004700807;-0,005577424;3,87E-05;0,007148466;2,31E-08;0,765395389;9,51E-12;0,085825338
SPG;0,006162102;0,005130424;0,056277661;0,005994465;-0,006538856;3,91E-12;0,000310192;3,44E-09;0,766047161;5,52E-15;0,138416721
